cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
7.05,4,4,4,1,77.7,65.5,IT,MCA,"excel, feature engineering, opencv, sql, statistics, streamlit","Built projects using excel, feature engineering, opencv, sql, statistics, streamlit. Completed 4 projects, 4 internships, and worked on model evaluation.",1
6.59,1,3,1,1,48.2,53.9,ECE,BCA,"deep learning, fastapi, linux, model deployment","Built projects using deep learning, fastapi, linux, model deployment. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.06,3,2,2,1,56.4,93.4,EEE,B.Tech,"cloud, excel, git, java, model deployment, nlp, pandas, scikit-learn, streamlit, tableau","Built projects using cloud, excel, git, java, model deployment, nlp. Completed 2 projects, 3 internships, and worked on model evaluation.",0
7.46,1,6,3,1,63.4,62.6,Civil,M.Tech,"data cleaning, deep learning, excel, fastapi, java, machine learning, pandas, scikit-learn, xgboost","Built projects using data cleaning, deep learning, excel, fastapi, java, machine learning. Completed 6 projects, 1 internships, and worked on model evaluation.",1
5.66,0,3,3,0,50.3,69.0,IT,MCA,"excel, feature engineering, pandas","Built projects using excel, feature engineering, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
6.74,0,5,3,0,65.7,66.3,EEE,B.Sc,"data cleaning, deep learning, model deployment, scikit-learn, streamlit, tableau","Built projects using data cleaning, deep learning, model deployment, scikit-learn, streamlit, tableau. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.6,2,3,0,0,58.5,72.7,CSE,B.Sc,"data cleaning, excel, java, scikit-learn, statistics, xgboost","Built projects using data cleaning, excel, java, scikit-learn, statistics, xgboost. Completed 3 projects, 2 internships, and worked on model evaluation.",1
7.31,1,1,2,2,62.9,63.9,ECE,B.Tech,"cloud, data cleaning, java, machine learning, numpy, python, scikit-learn, sql, streamlit","Built projects using cloud, data cleaning, java, machine learning, numpy, python. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.54,0,1,2,2,61.0,56.6,EEE,B.Sc,"deep learning, git, java, linux, machine learning, python","Built projects using deep learning, git, java, linux, machine learning, python. Completed 1 projects, 0 internships, and worked on model evaluation.",0
5.51,0,3,0,0,58.7,68.7,ECE,MCA,"deep learning, git, linux, model deployment, numpy, pandas, power bi, python, xgboost","Built projects using deep learning, git, linux, model deployment, numpy, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",1
6.09,3,7,2,0,76.0,69.5,CSE,MCA,"feature engineering, python, sql, statistics","Built projects using feature engineering, python, sql, statistics. Completed 7 projects, 3 internships, and worked on model evaluation.",1
9.06,0,4,3,1,93.8,61.1,AI&DS,MCA,"scikit-learn, tableau","Built projects using scikit-learn, tableau. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.74,2,5,2,1,70.0,58.3,ME,BCA,"deep learning, feature engineering, scikit-learn, xgboost","Built projects using deep learning, feature engineering, scikit-learn, xgboost. Completed 5 projects, 2 internships, and worked on model evaluation.",0
6.71,4,6,3,1,46.0,75.3,CSE,BCA,"cloud, data cleaning, linux, numpy, scikit-learn, statistics, streamlit","Built projects using cloud, data cleaning, linux, numpy, scikit-learn, statistics. Completed 6 projects, 4 internships, and worked on model evaluation.",1
8.62,1,3,2,1,73.9,86.0,ME,B.Tech,"excel, nlp, numpy, pandas, python, xgboost","Built projects using excel, nlp, numpy, pandas, python, xgboost. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.11,1,0,2,0,75.7,99.2,AI&DS,BCA,"excel, java, python, streamlit","Built projects using excel, java, python, streamlit. Completed 0 projects, 1 internships, and worked on model evaluation.",1
6.66,2,2,4,0,81.1,57.0,CSE,B.Tech,"linux, model deployment, opencv, power bi, streamlit","Built projects using linux, model deployment, opencv, power bi, streamlit. Completed 2 projects, 2 internships, and worked on model evaluation.",1
6.78,2,2,4,2,90.3,61.5,EEE,B.Tech,"docker, excel, feature engineering, nlp, numpy, power bi, sql, streamlit","Built projects using docker, excel, feature engineering, nlp, numpy, power bi. Completed 2 projects, 2 internships, and worked on model evaluation.",1
6.07,1,5,2,1,81.4,75.3,Civil,B.Sc,"git, nlp, numpy, scikit-learn, tableau","Built projects using git, nlp, numpy, scikit-learn, tableau. Completed 5 projects, 1 internships, and worked on model evaluation.",1
8.74,1,4,1,0,90.3,85.9,Civil,MCA,"docker, fastapi, java, nlp, numpy, sql","Built projects using docker, fastapi, java, nlp, numpy, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",1
6.93,0,3,1,2,71.2,61.4,AI&DS,M.Tech,"deep learning, git, linux, model deployment, nlp, pandas, power bi, python, xgboost","Built projects using deep learning, git, linux, model deployment, nlp, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
6.57,0,2,5,0,67.2,59.3,EEE,M.Tech,"data cleaning, docker, excel, feature engineering, linux, machine learning, opencv, tableau","Built projects using data cleaning, docker, excel, feature engineering, linux, machine learning. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.72,0,1,0,0,53.8,65.2,CSE,M.Tech,"deep learning, docker, excel, feature engineering, model deployment, python, scikit-learn, sql, statistics","Built projects using deep learning, docker, excel, feature engineering, model deployment, python. Completed 1 projects, 0 internships, and worked on model evaluation.",0
8.21,0,3,1,2,84.6,94.3,ME,MCA,"data cleaning, deep learning, excel, git, linux, nlp, opencv, pandas, scikit-learn, statistics","Built projects using data cleaning, deep learning, excel, git, linux, nlp. Completed 3 projects, 0 internships, and worked on model evaluation.",0
6.96,2,4,1,2,59.6,75.3,IT,BCA,"deep learning, feature engineering, scikit-learn, statistics","Built projects using deep learning, feature engineering, scikit-learn, statistics. Completed 4 projects, 2 internships, and worked on model evaluation.",0
7.15,1,0,1,2,57.0,58.3,CSE,B.Tech,"deep learning, machine learning, model deployment, nlp, sql, tableau","Built projects using deep learning, machine learning, model deployment, nlp, sql, tableau. Completed 0 projects, 1 internships, and worked on model evaluation.",0
6.38,2,1,2,2,66.4,80.7,CSE,MCA,"git, nlp, numpy, opencv, power bi, sql","Built projects using git, nlp, numpy, opencv, power bi, sql. Completed 1 projects, 2 internships, and worked on model evaluation.",0
8.17,2,3,2,1,83.5,89.8,CSE,B.Sc,"git, pandas","Built projects using git, pandas. Completed 3 projects, 2 internships, and worked on model evaluation.",1
7.73,0,5,1,2,40.6,53.3,AI&DS,B.Tech,"docker, git","Built projects using docker, git. Completed 5 projects, 0 internships, and worked on model evaluation.",0
10.0,0,3,0,1,60.0,67.9,AI&DS,B.Sc,"deep learning, git, linux, opencv, pandas, python, sql","Built projects using deep learning, git, linux, opencv, pandas, python. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.91,0,4,3,1,65.7,44.7,ECE,B.Sc,"deep learning, excel, fastapi, feature engineering, model deployment, numpy, python, statistics, xgboost","Built projects using deep learning, excel, fastapi, feature engineering, model deployment, numpy. Completed 4 projects, 0 internships, and worked on model evaluation.",1
6.61,2,1,1,0,58.2,47.0,ME,M.Tech,"excel, java, nlp, numpy, sql, statistics, xgboost","Built projects using excel, java, nlp, numpy, sql, statistics. Completed 1 projects, 2 internships, and worked on model evaluation.",1
8.87,0,2,1,1,72.7,41.8,IT,M.Tech,"docker, excel, feature engineering, java, power bi, scikit-learn, streamlit, xgboost","Built projects using docker, excel, feature engineering, java, power bi, scikit-learn. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.49,1,4,0,2,59.4,62.6,ME,BCA,"deep learning, fastapi, linux, nlp, sql","Built projects using deep learning, fastapi, linux, nlp, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.16,2,5,2,1,83.1,49.3,ME,BCA,"excel, fastapi, git, java, machine learning, python, scikit-learn, sql, streamlit, tableau","Built projects using excel, fastapi, git, java, machine learning, python. Completed 5 projects, 2 internships, and worked on model evaluation.",1
7.09,3,2,6,0,67.4,65.2,EEE,MCA,"excel, git, java, linux, machine learning, model deployment, numpy, opencv, scikit-learn, statistics","Built projects using excel, git, java, linux, machine learning, model deployment. Completed 2 projects, 3 internships, and worked on model evaluation.",1
6.59,2,1,2,1,64.6,59.4,IT,B.Sc,"data cleaning, git, numpy, pandas, xgboost","Built projects using data cleaning, git, numpy, pandas, xgboost. Completed 1 projects, 2 internships, and worked on model evaluation.",0
6.29,1,3,2,3,85.7,68.5,Civil,MCA,"cloud, excel, feature engineering, java, opencv, tableau","Built projects using cloud, excel, feature engineering, java, opencv, tableau. Completed 3 projects, 1 internships, and worked on model evaluation.",0
6.62,1,3,3,1,60.1,40.8,ME,MCA,"deep learning, docker, feature engineering, java, model deployment, power bi, python","Built projects using deep learning, docker, feature engineering, java, model deployment, power bi. Completed 3 projects, 1 internships, and worked on model evaluation.",0
5.98,0,6,2,3,84.9,62.1,EEE,MCA,"fastapi, feature engineering, nlp, numpy, power bi, python","Built projects using fastapi, feature engineering, nlp, numpy, power bi, python. Completed 6 projects, 0 internships, and worked on model evaluation.",1
8.43,1,0,1,0,54.5,47.4,AI&DS,B.Sc,"data cleaning, docker, excel, opencv, sql, statistics","Built projects using data cleaning, docker, excel, opencv, sql, statistics. Completed 0 projects, 1 internships, and worked on model evaluation.",0
7.27,1,5,3,2,48.6,93.8,EEE,B.Tech,"deep learning, docker, sql, tableau, xgboost","Built projects using deep learning, docker, sql, tableau, xgboost. Completed 5 projects, 1 internships, and worked on model evaluation.",0
5.7,2,5,1,2,60.3,33.1,ME,MCA,"nlp, numpy, statistics, xgboost","Built projects using nlp, numpy, statistics, xgboost. Completed 5 projects, 2 internships, and worked on model evaluation.",1
6.5,2,1,2,0,61.4,89.0,EEE,B.Sc,"docker, fastapi, feature engineering, opencv, pandas, sql, streamlit, tableau","Built projects using docker, fastapi, feature engineering, opencv, pandas, sql. Completed 1 projects, 2 internships, and worked on model evaluation.",1
8.52,2,2,1,2,65.0,59.5,EEE,M.Tech,"fastapi, numpy","Built projects using fastapi, numpy. Completed 2 projects, 2 internships, and worked on model evaluation.",1
8.32,2,4,0,1,75.5,86.9,ME,B.Sc,"fastapi, linux, numpy, statistics","Built projects using fastapi, linux, numpy, statistics. Completed 4 projects, 2 internships, and worked on model evaluation.",0
7.6,0,3,1,2,63.8,75.8,EEE,M.Tech,"excel, feature engineering, linux, model deployment, opencv, statistics","Built projects using excel, feature engineering, linux, model deployment, opencv, statistics. Completed 3 projects, 0 internships, and worked on model evaluation.",0
6.47,1,2,1,3,59.8,71.8,CSE,B.Tech,"numpy, pandas, tableau","Built projects using numpy, pandas, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
5.17,2,5,4,2,95.4,76.6,AI&DS,M.Tech,"deep learning, fastapi, git, model deployment, scikit-learn, tableau","Built projects using deep learning, fastapi, git, model deployment, scikit-learn, tableau. Completed 5 projects, 2 internships, and worked on model evaluation.",1
6.03,2,4,1,1,85.1,63.7,EEE,B.Tech,"docker, numpy, pandas, scikit-learn","Built projects using docker, numpy, pandas, scikit-learn. Completed 4 projects, 2 internships, and worked on model evaluation.",1
5.74,1,4,1,1,88.6,67.2,AI&DS,BCA,"data cleaning, fastapi, git, machine learning, nlp, sql, streamlit","Built projects using data cleaning, fastapi, git, machine learning, nlp, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",1
5.84,3,2,2,1,67.6,57.6,ME,B.Tech,"docker, fastapi, linux, nlp, numpy, pandas, streamlit, xgboost","Built projects using docker, fastapi, linux, nlp, numpy, pandas. Completed 2 projects, 3 internships, and worked on model evaluation.",1
7.44,0,3,1,3,94.2,40.7,EEE,B.Tech,"data cleaning, excel, fastapi, java, linux, model deployment, opencv, python, streamlit, tableau","Built projects using data cleaning, excel, fastapi, java, linux, model deployment. Completed 3 projects, 0 internships, and worked on model evaluation.",0
5.68,1,1,2,0,63.3,76.9,ECE,BCA,"data cleaning, model deployment, nlp, scikit-learn, sql","Built projects using data cleaning, model deployment, nlp, scikit-learn, sql. Completed 1 projects, 1 internships, and worked on model evaluation.",1
6.71,2,4,0,0,55.3,54.7,ME,M.Tech,"git, java, linux, nlp, numpy, opencv, python, scikit-learn, statistics, tableau","Built projects using git, java, linux, nlp, numpy, opencv. Completed 4 projects, 2 internships, and worked on model evaluation.",0
5.95,6,3,1,1,79.6,61.4,IT,MCA,"data cleaning, nlp, statistics, tableau","Built projects using data cleaning, nlp, statistics, tableau. Completed 3 projects, 6 internships, and worked on model evaluation.",1
7.34,1,9,3,1,53.9,76.2,ECE,B.Sc,"cloud, excel, fastapi, feature engineering, machine learning, numpy, pandas","Built projects using cloud, excel, fastapi, feature engineering, machine learning, numpy. Completed 9 projects, 1 internships, and worked on model evaluation.",1
6.95,1,1,5,0,70.5,71.6,EEE,B.Tech,"cloud, excel, linux, scikit-learn, statistics, streamlit","Built projects using cloud, excel, linux, scikit-learn, statistics, streamlit. Completed 1 projects, 1 internships, and worked on model evaluation.",0
6.97,3,3,7,1,44.9,58.6,Civil,B.Tech,"cloud, fastapi, machine learning, opencv, statistics, tableau","Built projects using cloud, fastapi, machine learning, opencv, statistics, tableau. Completed 3 projects, 3 internships, and worked on model evaluation.",0
7.0,1,3,2,0,75.6,57.7,ME,M.Tech,"docker, fastapi, pandas, power bi, python, scikit-learn, statistics, streamlit","Built projects using docker, fastapi, pandas, power bi, python, scikit-learn. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.51,1,6,2,0,55.9,20.0,CSE,M.Tech,"fastapi, model deployment, statistics, tableau","Built projects using fastapi, model deployment, statistics, tableau. Completed 6 projects, 1 internships, and worked on model evaluation.",0
8.36,3,4,0,0,82.5,51.2,IT,MCA,"data cleaning, docker, excel, linux","Built projects using data cleaning, docker, excel, linux. Completed 4 projects, 3 internships, and worked on model evaluation.",0
8.82,2,2,2,1,55.5,46.0,ME,MCA,"cloud, git, model deployment, nlp, opencv, pandas, statistics","Built projects using cloud, git, model deployment, nlp, opencv, pandas. Completed 2 projects, 2 internships, and worked on model evaluation.",0
7.27,1,4,4,1,78.8,92.0,EEE,M.Tech,"deep learning, excel, fastapi, git, java, nlp, power bi, scikit-learn, sql, statistics, streamlit, tableau","Built projects using deep learning, excel, fastapi, git, java, nlp. Completed 4 projects, 1 internships, and worked on model evaluation.",1
8.44,0,2,1,1,85.4,57.9,Civil,M.Tech,"cloud, deep learning, machine learning, nlp, pandas, python, scikit-learn, streamlit, xgboost","Built projects using cloud, deep learning, machine learning, nlp, pandas, python. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.41,1,1,2,2,54.6,94.6,EEE,M.Tech,"git, machine learning, python, statistics","Built projects using git, machine learning, python, statistics. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.78,0,3,2,0,85.2,84.3,Civil,MCA,"docker, machine learning, model deployment, numpy, pandas, scikit-learn, sql, xgboost","Built projects using docker, machine learning, model deployment, numpy, pandas, scikit-learn. Completed 3 projects, 0 internships, and worked on model evaluation.",0
5.97,3,3,1,1,65.6,62.4,IT,BCA,"data cleaning, excel, fastapi, model deployment, opencv, power bi, python, sql, streamlit, tableau","Built projects using data cleaning, excel, fastapi, model deployment, opencv, power bi. Completed 3 projects, 3 internships, and worked on model evaluation.",1
8.35,1,1,3,0,76.5,58.8,AI&DS,B.Sc,"java, linux, model deployment, nlp, opencv, scikit-learn","Built projects using java, linux, model deployment, nlp, opencv, scikit-learn. Completed 1 projects, 1 internships, and worked on model evaluation.",1
7.55,1,0,2,0,80.4,60.4,CSE,M.Tech,"docker, fastapi, linux, numpy, opencv, sql","Built projects using docker, fastapi, linux, numpy, opencv, sql. Completed 0 projects, 1 internships, and worked on model evaluation.",1
5.7,1,1,1,1,88.4,75.7,ME,M.Tech,"cloud, data cleaning, linux, scikit-learn, streamlit, tableau","Built projects using cloud, data cleaning, linux, scikit-learn, streamlit, tableau. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.63,0,4,3,3,60.2,42.7,ECE,B.Tech,"deep learning, git, java, linux, model deployment, numpy, power bi, python, streamlit","Built projects using deep learning, git, java, linux, model deployment, numpy. Completed 4 projects, 0 internships, and worked on model evaluation.",1
7.19,0,4,4,0,62.6,52.2,IT,B.Sc,"cloud, data cleaning, deep learning, docker, feature engineering, linux, machine learning, nlp, sql","Built projects using cloud, data cleaning, deep learning, docker, feature engineering, linux. Completed 4 projects, 0 internships, and worked on model evaluation.",0
5.52,3,2,0,0,69.4,82.1,Civil,BCA,"data cleaning, fastapi, feature engineering, java, nlp, power bi, scikit-learn, streamlit, xgboost","Built projects using data cleaning, fastapi, feature engineering, java, nlp, power bi. Completed 2 projects, 3 internships, and worked on model evaluation.",0
6.48,1,7,2,1,78.0,65.5,Civil,B.Sc,"deep learning, fastapi, git, linux, numpy, python, scikit-learn, sql, streamlit","Built projects using deep learning, fastapi, git, linux, numpy, python. Completed 7 projects, 1 internships, and worked on model evaluation.",1
8.0,0,1,2,1,74.5,28.8,IT,BCA,"docker, excel, machine learning, model deployment, scikit-learn","Built projects using docker, excel, machine learning, model deployment, scikit-learn. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.73,0,1,1,2,64.3,74.0,AI&DS,B.Tech,"deep learning, git, opencv, sql, statistics, xgboost","Built projects using deep learning, git, opencv, sql, statistics, xgboost. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.09,1,5,0,0,73.8,66.2,CSE,BCA,"cloud, data cleaning, docker, git, java, model deployment, pandas","Built projects using cloud, data cleaning, docker, git, java, model deployment. Completed 5 projects, 1 internships, and worked on model evaluation.",1
7.07,0,3,2,0,43.9,63.2,Civil,B.Tech,"cloud, deep learning, excel, git, python, sql","Built projects using cloud, deep learning, excel, git, python, sql. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.28,2,2,1,2,85.9,64.3,AI&DS,M.Tech,"cloud, deep learning, docker, feature engineering, machine learning, model deployment, nlp, numpy, statistics, xgboost","Built projects using cloud, deep learning, docker, feature engineering, machine learning, model deployment. Completed 2 projects, 2 internships, and worked on model evaluation.",1
8.59,3,4,2,0,61.9,62.1,Civil,M.Tech,"cloud, deep learning, feature engineering, numpy, scikit-learn, xgboost","Built projects using cloud, deep learning, feature engineering, numpy, scikit-learn, xgboost. Completed 4 projects, 3 internships, and worked on model evaluation.",1
8.36,1,4,5,0,64.7,72.9,EEE,MCA,"deep learning, fastapi, git, linux, model deployment, pandas, python, tableau","Built projects using deep learning, fastapi, git, linux, model deployment, pandas. Completed 4 projects, 1 internships, and worked on model evaluation.",1
6.73,1,3,4,1,53.7,43.2,IT,MCA,"data cleaning, feature engineering, model deployment, python, statistics","Built projects using data cleaning, feature engineering, model deployment, python, statistics. Completed 3 projects, 1 internships, and worked on model evaluation.",0
6.7,2,4,0,1,62.0,49.3,IT,MCA,"docker, git, java, machine learning, model deployment, python, scikit-learn, sql, streamlit, xgboost","Built projects using docker, git, java, machine learning, model deployment, python. Completed 4 projects, 2 internships, and worked on model evaluation.",1
9.33,0,2,3,2,75.3,70.4,AI&DS,BCA,"excel, fastapi, git, model deployment, numpy, opencv, pandas, power bi, python, scikit-learn, statistics, streamlit, tableau, xgboost","Built projects using excel, fastapi, git, model deployment, numpy, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",1
5.98,1,4,4,0,59.9,99.5,EEE,B.Tech,"linux, machine learning, numpy, opencv, pandas, statistics","Built projects using linux, machine learning, numpy, opencv, pandas, statistics. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.23,2,1,2,0,73.1,74.9,IT,BCA,"cloud, power bi, tableau","Built projects using cloud, power bi, tableau. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.81,2,4,1,1,77.3,90.2,Civil,MCA,"data cleaning, excel, git, machine learning, nlp, streamlit","Built projects using data cleaning, excel, git, machine learning, nlp, streamlit. Completed 4 projects, 2 internships, and worked on model evaluation.",0
7.2,0,6,2,2,60.9,65.7,ECE,B.Sc,"deep learning, linux, machine learning, opencv, pandas, python, scikit-learn, sql, tableau","Built projects using deep learning, linux, machine learning, opencv, pandas, python. Completed 6 projects, 0 internships, and worked on model evaluation.",0
7.38,0,1,3,2,43.6,61.8,AI&DS,BCA,"excel, pandas, python, scikit-learn, sql, xgboost","Built projects using excel, pandas, python, scikit-learn, sql, xgboost. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.01,1,6,1,0,92.5,81.0,IT,M.Tech,"fastapi, feature engineering, linux, machine learning, model deployment, nlp, opencv, scikit-learn, sql","Built projects using fastapi, feature engineering, linux, machine learning, model deployment, nlp. Completed 6 projects, 1 internships, and worked on model evaluation.",1
6.19,0,5,0,2,87.7,81.3,AI&DS,MCA,"fastapi, feature engineering, linux, opencv, power bi, scikit-learn","Built projects using fastapi, feature engineering, linux, opencv, power bi, scikit-learn. Completed 5 projects, 0 internships, and worked on model evaluation.",0
6.35,0,1,0,0,60.6,50.2,EEE,BCA,"docker, fastapi, git, model deployment, opencv, power bi, python, scikit-learn, sql, streamlit","Built projects using docker, fastapi, git, model deployment, opencv, power bi. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.95,2,7,1,5,73.5,92.9,ME,M.Tech,"cloud, docker, linux, machine learning, pandas, power bi, python, sql","Built projects using cloud, docker, linux, machine learning, pandas, power bi. Completed 7 projects, 2 internships, and worked on model evaluation.",1
6.96,4,2,4,0,53.6,53.7,AI&DS,MCA,"data cleaning, docker, git, java, linux, machine learning, pandas, scikit-learn, sql, statistics, xgboost","Built projects using data cleaning, docker, git, java, linux, machine learning. Completed 2 projects, 4 internships, and worked on model evaluation.",0
7.88,1,3,3,0,64.5,78.5,ECE,MCA,"cloud, data cleaning, docker, linux, model deployment, opencv, power bi, streamlit, tableau","Built projects using cloud, data cleaning, docker, linux, model deployment, opencv. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.81,1,3,2,2,71.6,35.2,CSE,BCA,"pandas, scikit-learn, streamlit","Built projects using pandas, scikit-learn, streamlit. Completed 3 projects, 1 internships, and worked on model evaluation.",0
5.68,2,3,1,2,83.0,90.9,ECE,B.Tech,"data cleaning, fastapi, nlp, power bi, python, statistics, streamlit","Built projects using data cleaning, fastapi, nlp, power bi, python, statistics. Completed 3 projects, 2 internships, and worked on model evaluation.",1
5.87,0,0,1,1,73.4,47.4,ECE,B.Tech,"cloud, git, machine learning, opencv, pandas, streamlit","Built projects using cloud, git, machine learning, opencv, pandas, streamlit. Completed 0 projects, 0 internships, and worked on model evaluation.",0
7.55,1,4,4,3,69.0,33.2,AI&DS,M.Tech,"fastapi, linux, machine learning, numpy, python, streamlit","Built projects using fastapi, linux, machine learning, numpy, python, streamlit. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.72,1,4,3,1,74.0,54.0,IT,B.Sc,"deep learning, feature engineering, power bi, python, scikit-learn, sql","Built projects using deep learning, feature engineering, power bi, python, scikit-learn, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
4.0,1,4,0,1,67.4,45.7,Civil,M.Tech,"cloud, deep learning, docker, fastapi, git, linux, numpy, power bi, python, scikit-learn, sql, statistics","Built projects using cloud, deep learning, docker, fastapi, git, linux. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.94,0,3,1,3,40.8,74.5,EEE,MCA,"data cleaning, numpy, scikit-learn","Built projects using data cleaning, numpy, scikit-learn. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.59,0,3,2,0,70.9,70.6,ECE,B.Tech,"data cleaning, excel, fastapi, numpy, pandas, scikit-learn","Built projects using data cleaning, excel, fastapi, numpy, pandas, scikit-learn. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.64,3,3,2,0,65.4,29.7,AI&DS,MCA,"cloud, git, java, machine learning, nlp, tableau","Built projects using cloud, git, java, machine learning, nlp, tableau. Completed 3 projects, 3 internships, and worked on model evaluation.",0
6.98,0,3,2,2,76.4,60.2,EEE,M.Tech,"cloud, docker, nlp, numpy, opencv, pandas, sql, xgboost","Built projects using cloud, docker, nlp, numpy, opencv, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.87,2,3,0,0,74.5,62.0,AI&DS,B.Sc,"deep learning, feature engineering, git, linux, model deployment, numpy, power bi, streamlit, tableau, xgboost","Built projects using deep learning, feature engineering, git, linux, model deployment, numpy. Completed 3 projects, 2 internships, and worked on model evaluation.",0
6.63,0,4,2,0,82.8,73.4,AI&DS,M.Tech,"cloud, deep learning, excel, fastapi, feature engineering, pandas, sql, statistics","Built projects using cloud, deep learning, excel, fastapi, feature engineering, pandas. Completed 4 projects, 0 internships, and worked on model evaluation.",0
8.19,3,5,2,2,62.2,61.5,CSE,B.Tech,"data cleaning, deep learning, fastapi, feature engineering, linux, pandas, power bi, xgboost","Built projects using data cleaning, deep learning, fastapi, feature engineering, linux, pandas. Completed 5 projects, 3 internships, and worked on model evaluation.",1
7.18,1,2,1,0,75.9,56.2,AI&DS,BCA,"cloud, fastapi, machine learning, numpy, opencv, power bi, scikit-learn","Built projects using cloud, fastapi, machine learning, numpy, opencv, power bi. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.64,3,1,1,1,57.0,60.9,AI&DS,B.Sc,"docker, git, linux, numpy, opencv, power bi, python, scikit-learn, statistics, streamlit","Built projects using docker, git, linux, numpy, opencv, power bi. Completed 1 projects, 3 internships, and worked on model evaluation.",1
6.42,0,0,5,1,56.8,68.6,AI&DS,M.Tech,"linux, model deployment, python, scikit-learn, sql, statistics","Built projects using linux, model deployment, python, scikit-learn, sql, statistics. Completed 0 projects, 0 internships, and worked on model evaluation.",0
7.42,1,5,2,0,64.5,53.5,CSE,MCA,"cloud, deep learning, excel, feature engineering, machine learning, nlp, python, sql","Built projects using cloud, deep learning, excel, feature engineering, machine learning, nlp. Completed 5 projects, 1 internships, and worked on model evaluation.",0
6.88,0,2,3,1,95.0,86.2,ME,B.Tech,"fastapi, feature engineering, git, java, nlp, opencv, python, streamlit, tableau","Built projects using fastapi, feature engineering, git, java, nlp, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.03,3,2,3,0,95.4,67.6,ME,BCA,"docker, fastapi, linux, numpy, opencv, power bi, python, xgboost","Built projects using docker, fastapi, linux, numpy, opencv, power bi. Completed 2 projects, 3 internships, and worked on model evaluation.",1
7.83,0,3,2,3,72.3,67.9,CSE,B.Tech,"fastapi, feature engineering, model deployment, scikit-learn, sql, xgboost","Built projects using fastapi, feature engineering, model deployment, scikit-learn, sql, xgboost. Completed 3 projects, 0 internships, and worked on model evaluation.",0
8.35,1,3,2,0,92.9,63.4,ME,MCA,"cloud, feature engineering, java, linux, sql, xgboost","Built projects using cloud, feature engineering, java, linux, sql, xgboost. Completed 3 projects, 1 internships, and worked on model evaluation.",1
7.39,3,3,1,1,63.5,61.5,IT,MCA,"deep learning, excel, sql","Built projects using deep learning, excel, sql. Completed 3 projects, 3 internships, and worked on model evaluation.",1
7.04,0,3,0,0,65.8,74.1,ME,BCA,"cloud, excel, feature engineering, nlp, opencv, pandas, python, xgboost","Built projects using cloud, excel, feature engineering, nlp, opencv, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.38,2,5,2,2,58.7,26.2,Civil,B.Tech,"data cleaning, deep learning, docker, fastapi, machine learning, model deployment, nlp, opencv, python","Built projects using data cleaning, deep learning, docker, fastapi, machine learning, model deployment. Completed 5 projects, 2 internships, and worked on model evaluation.",1
7.83,0,3,0,0,69.6,73.0,ME,M.Tech,"cloud, deep learning, linux, numpy, opencv, tableau","Built projects using cloud, deep learning, linux, numpy, opencv, tableau. Completed 3 projects, 0 internships, and worked on model evaluation.",0
7.6,0,2,2,2,64.5,50.6,IT,MCA,"nlp, numpy, python, sql, xgboost","Built projects using nlp, numpy, python, sql, xgboost. Completed 2 projects, 0 internships, and worked on model evaluation.",0
